Day,Month,Year,Regulated,Natural
12,3,1944,6.286,6.465534032
13,3,1944,6.315,6.453172831
14,3,1944,6.311,6.445471126
15,3,1944,6.31,6.444148217
16,3,1944,6.316,6.450372665
17,3,1944,6.338,6.464523747
18,3,1944,6.352,6.486035955
19,3,1944,6.4,6.51356088
20,3,1944,6.419,6.5452875
21,3,1944,6.428,6.579337904
22,3,1944,6.461,6.614003024
23,3,1944,6.486,6.647973022
24,3,1944,6.529,6.680332995
25,3,1944,6.564,6.710099353
26,3,1944,6.524,6.736448176
27,3,1944,6.502,6.758407254
28,3,1944,6.436,6.774778687
29,3,1944,6.424,6.784288462
30,3,1944,6.396,6.786189667
31,3,1944,6.372,6.780028856
1,4,1944,6.374,6.772952095
2,4,1944,6.389,6.757797728
3,4,1944,6.394,6.736600784
4,4,1944,6.393,6.710710879
5,4,1944,6.328,6.68148192
6,4,1944,6.293,6.650582862
7,4,1944,6.294,6.619465011
8,4,1944,6.314,6.589052302
9,4,1944,6.338,6.559735606
10,4,1944,6.346,6.531753875
11,4,1944,6.368,6.50503742
12,4,1944,6.366,6.479593279
13,4,1944,6.346,6.455428144
14,4,1944,6.322,6.432392595
15,4,1944,6.32,6.410413966
16,4,1944,6.314,6.38910648
17,4,1944,6.298,6.368238454
18,4,1944,6.322,6.348281695
19,4,1944,6.339,6.329161465
20,4,1944,6.336,6.311116493
21,4,1944,6.321,6.29430782
22,4,1944,6.32,6.279054221
23,4,1944,6.32,6.265832755
24,4,1944,6.32,6.25496382
25,4,1944,6.32,6.246925363
26,4,1944,6.32,6.241879501
27,4,1944,6.32,6.240302333
28,4,1944,6.324,6.242116062
29,4,1944,6.335,6.247161848
30,4,1944,6.321,6.254806243
1,5,1944,6.32,6.272523598
2,5,1944,6.32,6.289277369
3,5,1944,6.32,6.304835021
4,5,1944,6.32,6.31888627
5,5,1944,6.32,6.3311216
6,5,1944,6.318,6.341858701
7,5,1944,6.311,6.351727071
8,5,1944,6.31,6.361667336
9,5,1944,6.31,6.372774008
10,5,1944,6.322,6.38590388
11,5,1944,6.407,6.401988195
12,5,1944,6.536,6.42187488
13,5,1944,6.441,6.445938008
14,5,1944,6.448,6.473458534
15,5,1944,6.514,6.503564696
16,5,1944,6.514,6.534848355
17,5,1944,6.484,6.566298303
18,5,1944,6.449,6.597527934
19,5,1944,6.426,6.629383744
20,5,1944,6.398,6.66408523
21,5,1944,6.391,6.704365048
22,5,1944,6.43,6.752768158
23,5,1944,6.445,6.810503011
24,5,1944,6.429,6.87700238
25,5,1944,6.421,6.950938192
26,5,1944,6.42,7.030245872
27,5,1944,6.42,7.111929875
28,5,1944,6.44,7.19232078
29,5,1944,6.574,7.268127416
30,5,1944,6.791,7.336934143
31,5,1944,6.737,7.397896601
1,6,1944,6.688,7.45082827
2,6,1944,6.662,7.496039395
3,6,1944,6.66,7.533103935
4,6,1944,6.66,7.561443725
5,6,1944,6.656,7.58161767
6,6,1944,6.577,7.594595551
7,6,1944,6.363,7.601831656
8,6,1944,6.465,7.604982742
9,6,1944,6.523,7.605627187
10,6,1944,6.48,7.605125955
11,6,1944,6.465,7.604624703
12,6,1944,6.473,7.607202361
13,6,1944,6.454,7.619653731
14,6,1944,6.451,7.648088921
15,6,1944,6.423,7.69254318
16,6,1944,6.426,7.746334195
17,6,1944,6.454,7.800318435
18,6,1944,6.48,7.84683631
19,6,1944,6.534,7.881837667
20,6,1944,6.698,7.904580582
21,6,1944,6.698,7.91666958
22,6,1944,6.718,7.92092932
23,6,1944,6.72,7.920091456
24,6,1944,6.716,7.916250509
25,6,1944,6.701,7.910661517
26,6,1944,6.694,7.903741595
27,6,1944,6.664,7.895068688
28,6,1944,6.627,7.883518589
29,6,1944,6.598,7.867400281
30,6,1944,6.579,7.844939609
1,7,1944,6.565,7.81574992
2,7,1944,6.536,7.78034888
3,7,1944,6.506,7.743076383
4,7,1944,6.478,7.709457459
5,7,1944,6.467,7.682369502
6,7,1944,6.492,7.661427294
7,7,1944,6.509,7.644734296
8,7,1944,6.471,7.63130696
9,7,1944,6.318,7.621084147
10,7,1944,6.3,7.614145136
11,7,1944,6.37,7.6097795
12,7,1944,6.398,7.607059171
13,7,1944,6.406,7.60548398
14,7,1944,6.467,7.605269166
15,7,1944,6.616,7.606557995
16,7,1944,6.642,7.60927843
17,7,1944,6.686,7.613143318
18,7,1944,6.686,7.617579344
19,7,1944,6.671,7.621727782
20,7,1944,6.67,7.624873976
21,7,1944,6.656,7.626375295
22,7,1944,6.572,7.625874875
23,7,1944,6.446,7.623300976
24,7,1944,6.435,7.618938463
25,7,1944,6.383,7.613358
26,7,1944,6.371,7.607273955
27,7,1944,6.37,7.601258648
28,7,1944,6.354,7.596745315
29,7,1944,6.288,7.598106646
30,7,1944,6.265,7.613071757
31,7,1944,6.319,7.647517983
1,8,1944,6.373,7.698799839
2,8,1944,6.382,7.764095608
3,8,1944,6.432,7.83629539
4,8,1944,6.464,7.909613296
5,8,1944,6.482,7.979853558
6,8,1944,6.462,8.043468755
7,8,1944,6.46,8.097324797
8,8,1944,6.458,8.139630691
9,8,1944,6.445,8.170166527
10,8,1944,6.401,8.19018376
11,8,1944,6.324,8.201509342
12,8,1944,6.338,8.205259363
13,8,1944,6.34,8.20103198
14,8,1944,6.346,8.187862702
15,8,1944,6.374,8.164968735
16,8,1944,6.404,8.133184735
17,8,1944,6.426,8.09409068
18,8,1944,6.411,8.049894627
19,8,1944,6.37,8.003107315
20,8,1944,6.34,7.956554911
21,8,1944,6.292,7.912827555
22,8,1944,6.287,7.873709965
23,8,1944,6.302,7.840020877
24,8,1944,6.288,7.811876237
25,8,1944,6.308,7.788820448
26,8,1944,6.31,7.769609958
27,8,1944,6.31,7.752776504
28,8,1944,6.316,7.736629088
29,8,1944,6.338,7.71975127
30,8,1944,6.348,7.701642751
31,8,1944,6.365,7.682440675
1,9,1944,6.324,7.658218803
2,9,1944,6.32,7.633664909
3,9,1944,6.324,7.608276232
4,9,1944,6.339,7.582263289
5,9,1944,6.34,7.55648515
6,9,1944,6.34,7.531591696
7,9,1944,6.334,7.507660472
8,9,1944,6.312,7.483685158
9,9,1944,6.304,7.458724339
10,9,1944,6.282,7.432337251
11,9,1944,6.286,7.404515595
12,9,1944,6.308,7.37554215
13,9,1944,6.312,7.34592104
14,9,1944,6.319,7.316160793
15,9,1944,6.318,7.28677447
16,9,1944,6.313,7.25798552
17,9,1944,6.319,7.229577155
18,9,1944,6.318,7.200592383
19,9,1944,6.311,7.170287971
20,9,1944,6.31,7.138507222
21,9,1944,6.31,7.106058137
22,9,1944,6.312,7.073756211
23,9,1944,6.319,7.042424547
24,9,1944,6.32,7.012519267
25,9,1944,6.32,6.98464992
26,9,1944,6.324,6.958979263
27,9,1944,6.341,6.936347374
28,9,1944,6.347,6.917447225
29,9,1944,6.341,6.903349856
30,9,1944,6.336,6.895201688
1,10,1944,6.319,6.891503295
2,10,1944,6.328,6.8966355
3,10,1944,6.382,6.911041064
4,10,1944,6.344,6.935143336
5,10,1944,6.34,6.968967856
6,10,1944,6.34,7.011396574
7,10,1944,6.336,7.058919766
8,10,1944,6.319,7.107024544
9,10,1944,6.319,7.15311032
10,10,1944,6.363,7.197860355
11,10,1944,6.424,7.242537584
12,10,1944,6.424,7.286847833
13,10,1944,6.402,7.329111352
14,10,1944,6.406,7.367523238
15,10,1944,6.434,7.400951933
16,10,1944,6.458,7.429361758
17,10,1944,6.46,7.453219325
18,10,1944,6.448,7.47312784
19,10,1944,6.393,7.490116601
20,10,1944,6.338,7.505207195
21,10,1944,6.324,7.51927118
22,10,1944,6.36,7.532887912
23,10,1944,6.336,7.545842944
24,10,1944,6.308,7.557491392
25,10,1944,6.289,7.567118595
26,10,1944,6.287,7.57401128
27,10,1944,6.314,7.576236255
28,10,1944,6.338,7.570780793
29,10,1944,6.34,7.553394061
30,10,1944,6.334,7.519992
31,10,1944,6.312,7.468642016
1,11,1944,6.304,7.396004851
2,11,1944,6.284,7.310376555
3,11,1944,6.287,7.219258875
4,11,1944,6.283,7.13286939
5,11,1944,6.287,7.062052395
6,11,1944,6.281,7.014016051
7,11,1944,6.28,6.988324048
8,11,1944,6.282,6.978949373
9,11,1944,6.287,6.979174438
10,11,1944,6.275,6.984424942
11,11,1944,6.246,6.992222072
12,11,1944,6.212,7.000763955
13,11,1944,6.174,7.009150918
14,11,1944,6.17,7.016635038
15,11,1944,6.17,7.022395085
16,11,1944,6.166,7.025311606
17,11,1944,6.149,7.024638617
18,11,1944,6.139,7.020225995
19,11,1944,6.125,7.01236958
20,11,1944,6.092,7.001288287
21,11,1944,6.059,6.987574304
22,11,1944,6.072,6.971445133
23,11,1944,6.042,6.953944736
24,11,1944,6.007,6.936497872
25,11,1944,6.019,6.920084216
26,11,1944,6.02,6.903802395
27,11,1944,6.016,6.88606718
28,11,1944,5.996,6.866117017
29,11,1944,5.97,6.844397144
30,11,1944,5.967,6.821809936
1,12,1944,6.009,6.79743968
2,12,1944,6.127,6.773713203
3,12,1944,6.287,6.750633875
4,12,1944,6.365,6.728052272
5,12,1944,6.345,6.705894416
6,12,1944,6.359,6.683932659
7,12,1944,6.391,6.662014649
8,12,1944,6.366,6.64006392
9,12,1944,6.348,6.61800355
10,12,1944,6.362,6.595910233
11,12,1944,6.342,6.573706815
12,12,1944,6.33,6.55147022
13,12,1944,6.297,6.529509977
14,12,1944,6.309,6.508059928
15,12,1944,6.31,6.487510397
16,12,1944,6.308,6.468098297
17,12,1944,6.297,6.449983712
18,12,1944,6.281,6.432937759
19,12,1944,6.28,6.416886157
20,12,1944,6.28,6.401207795
21,12,1944,6.28,6.385513273
22,12,1944,6.286,6.369333366
23,12,1944,6.308,6.352901454
24,12,1944,6.31,6.336373529
25,12,1944,6.306,6.320063167
26,12,1944,6.291,6.304049657
27,12,1944,6.29,6.288255358
28,12,1944,6.294,6.272917087
29,12,1944,6.305,6.258272563
30,12,1944,6.291,6.24463916
31,12,1944,6.296,6.232650798
1,1,1945,6.31,6.215598808
2,1,1945,6.283,6.202244191
3,1,1945,6.274,6.192042742
4,1,1945,6.252,6.184763224
5,1,1945,6.256,6.179855552
6,1,1945,6.278,6.176688496
7,1,1945,6.274,6.175104728
8,1,1945,6.252,6.174629566
9,1,1945,6.195,6.17518392
10,1,1945,6.044,6.176450941
11,1,1945,6.23,6.178272104
12,1,1945,6.246,6.180568051
13,1,1945,6.231,6.183180272
14,1,1945,6.23,6.186108607
15,1,1945,6.232,6.189194638
16,1,1945,6.239,6.192280061
17,1,1945,6.24,6.194811235
18,1,1945,6.24,6.19655118
19,1,1945,6.238,6.196946595
20,1,1945,6.229,6.195839408
21,1,1945,6.219,6.193071097
22,1,1945,6.211,6.188799027
23,1,1945,6.21,6.183417725
24,1,1945,6.208,6.177401139
25,1,1945,6.199,6.171144608
26,1,1945,6.191,6.165440278
27,1,1945,6.188,6.160685086
28,1,1945,6.179,6.157355595
29,1,1945,6.171,6.155769875
30,1,1945,6.168,6.156087032
31,1,1945,6.161,6.15830695
1,2,1945,6.16,6.170510896
2,2,1945,6.156,6.181359679
3,2,1945,6.139,6.191647203
4,2,1945,6.131,6.201532678
5,2,1945,6.124,6.210621795
6,2,1945,6.102,6.218600048
7,2,1945,6.102,6.22491656
8,2,1945,6.107,6.22902092
9,2,1945,6.101,6.230757054
10,2,1945,6.098,6.230283582
11,2,1945,6.091,6.227758155
12,2,1945,6.09,6.223495568
13,2,1945,6.092,6.218126206
14,2,1945,6.099,6.212122966
15,2,1945,6.096,6.206670655
16,2,1945,6.081,6.202955672
17,2,1945,6.084,6.20208608
18,2,1945,6.106,6.205089919
19,2,1945,6.141,6.212122966
20,2,1945,6.164,6.222785023
21,2,1945,6.194,6.236122064
22,2,1945,6.224,6.25102392
23,2,1945,6.256,6.265911488
24,2,1945,6.291,6.279526207
25,2,1945,6.311,6.290456528
26,2,1945,6.321,6.297608163
27,2,1945,6.331,6.300279353
28,2,1945,6.345,6.297843875
1,3,1945,6.368,6.293364735
2,3,1945,6.364,6.28330158
3,3,1945,6.336,6.268509439
4,3,1945,6.312,6.25102392
5,3,1945,6.31,6.233203097
6,3,1945,6.31,6.216783577
7,3,1945,6.31,6.202323246
8,3,1945,6.31,6.190144064
9,3,1945,6.31,6.180251389
10,3,1945,6.31,6.172728776
11,3,1945,6.31,6.16805502
12,3,1945,6.31,6.167500414
13,3,1945,6.31,6.172095128
14,3,1945,6.31,6.18207211
15,3,1945,6.312,6.19678843
16,3,1945,6.319,6.214808912
17,3,1945,6.32,6.234780985
18,3,1945,6.322,6.255594111
19,3,1945,6.329,6.276458038
20,3,1945,6.33,6.296822431
21,3,1945,6.33,6.315904395
22,3,1945,6.328,6.332924703
23,3,1945,6.321,6.34679368
24,3,1945,6.32,6.35626752
25,3,1945,6.341,6.360337123
26,3,1945,6.411,6.358145933
27,3,1945,6.37,6.349456342
28,3,1945,6.353,6.334727595
29,3,1945,6.351,6.315041113
30,3,1945,6.317,6.292107199
31,3,1945,6.298,6.26780095
1,4,1945,6.318,6.25181198
2,4,1945,6.32,6.237463027
3,4,1945,6.32,6.227205663
4,4,1945,6.32,6.223337672
5,4,1945,6.32,6.228547395
6,4,1945,6.318,6.24479684
7,4,1945,6.311,6.272602297
8,4,1945,6.31,6.310566966
9,4,1945,6.31,6.356345792
10,4,1945,6.31,6.408307961
11,4,1945,6.306,6.466311128
12,4,1945,6.291,6.5260274
13,4,1945,6.29,6.58311648
14,4,1945,6.29,6.634916886
15,4,1945,6.29,6.6798734
16,4,1945,6.29,6.717283171
17,4,1945,6.292,6.74720312
18,4,1945,6.301,6.770440155
19,4,1945,6.309,6.788470783
20,4,1945,6.312,6.803137355
21,4,1945,6.347,6.816271411
22,4,1945,6.454,6.829241864
23,4,1945,6.475,6.842882336
24,4,1945,6.459,6.857569222
25,4,1945,6.447,6.873299264
26,4,1945,6.414,6.889917976
27,4,1945,6.342,6.9078746
28,4,1945,6.321,6.928444003
29,4,1945,6.324,6.953418637
30,4,1945,6.331,6.985024875
1,5,1945,6.303,7.031142824
2,5,1945,6.304,7.085971325
3,5,1945,6.319,7.149924166
4,5,1945,6.318,7.221102
5,5,1945,6.313,7.296015008
6,5,1945,6.319,7.369637785
7,5,1945,6.32,7.436545337
8,5,1945,6.32,7.492356022
9,5,1945,6.32,7.53490399
10,5,1945,6.32,7.565251192
11,5,1945,6.32,7.58685342
12,5,1945,6.32,7.601831656
13,5,1945,6.32,7.608920511
14,5,1945,6.32,7.60211815
15,5,1945,6.32,7.573006326
16,5,1945,6.32,7.5164596
17,5,1945,6.32,7.437488344
18,5,1945,6.32,7.347016589
19,5,1945,6.318,7.257103256
20,5,1945,6.311,7.175910451
21,5,1945,6.312,7.105686424
22,5,1945,6.319,7.044142155
23,5,1945,6.32,6.987049459
24,5,1945,6.32,6.930853117
25,5,1945,6.32,6.873752758
26,5,1945,6.32,6.815512543
27,5,1945,6.32,6.757950112
28,5,1945,6.32,6.703141438
29,5,1945,6.32,6.6531155
30,5,1945,6.32,6.609616589
31,5,1945,6.32,6.57386112
1,6,1945,6.32,6.55309276
2,6,1945,6.32,6.53910222
3,6,1945,6.32,6.531212275
4,6,1945,6.324,6.527265742
5,6,1945,6.339,6.525098576
6,6,1945,6.34,6.523240755
7,6,1945,6.336,6.520453592
8,6,1945,6.321,6.516349325
9,6,1945,6.32,6.510926873
10,6,1945,6.32,6.504649875
11,6,1945,6.32,6.49806008
12,6,1945,6.32,6.49162255
13,6,1945,6.32,6.485958349
14,6,1945,6.32,6.481301245
15,6,1945,6.32,6.478040415
16,6,1945,6.32,6.476798009
17,6,1945,6.32,6.478273355
18,6,1945,6.318,6.4833195
19,6,1945,6.311,6.491932856
20,6,1945,6.31,6.503952269
21,6,1945,6.31,6.518517757
22,6,1945,6.316,6.534384224
23,6,1945,6.338,6.550542975
24,6,1945,6.346,6.566066728
25,6,1945,6.364,6.580186239
26,6,1945,6.349,6.592520191
27,6,1945,6.341,6.602841997
28,6,1945,6.34,6.611001919
29,6,1945,6.34,6.61700352
30,6,1945,6.34,6.621003235
1,7,1945,6.356,6.620464875
2,7,1945,6.426,6.619772669
3,7,1945,6.472,6.620311054
4,7,1945,6.444,6.624156094
5,7,1945,6.376,6.634302195
6,7,1945,6.372,6.654496755
7,7,1945,6.368,6.68913912
8,7,1945,6.322,6.74186478
9,7,1945,6.311,6.81391879
10,7,1945,6.31,6.903123581
11,7,1945,6.31,7.00555712
12,7,1945,6.312,7.115422003
13,7,1945,6.335,7.225155995
14,7,1945,6.41,7.32611262
15,7,1945,6.476,7.410985913
16,7,1945,6.489,7.475442502
17,7,1945,6.488,7.519631595
18,7,1945,6.481,7.546778083
19,7,1945,6.5,7.562018509
20,7,1945,6.573,7.570062797
21,7,1945,6.58,7.57401128
22,7,1945,6.596,7.57609272
23,7,1945,6.662,7.577384479
24,7,1945,6.769,7.578819615
25,7,1945,7.073,7.583769606
26,7,1945,7.198,7.603049213
27,7,1945,7.147,7.650943225
28,7,1945,7.047,7.731525584
29,7,1945,6.931,7.835029875
30,7,1945,6.949,7.946735192
31,7,1945,7.077,8.055005215
1,8,1945,7.16,8.151073832
2,8,1945,7.192,8.232087769
3,8,1945,7.205,8.295640918
4,8,1945,7.191,8.341947016
5,8,1945,7.19,8.371279875
6,8,1945,7.19,8.384038755
7,8,1945,7.19,8.382025155
8,8,1945,7.19,8.368323128
9,8,1945,7.184,8.346863551
10,8,1945,7.156,8.321247295
11,8,1945,7.132,8.294491001
12,8,1945,7.122,8.269095776
13,8,1945,7.089,8.247176931
14,8,1945,7.066,8.230183231
15,8,1945,7.042,8.218477049
16,8,1945,7.034,8.211597555
17,8,1945,7.018,8.208940025
18,8,1945,7.038,8.21050736
19,8,1945,7.04,8.217115097
20,8,1945,7.04,8.230387304
21,8,1945,7.04,8.250776384
22,8,1945,7.04,8.277499355
23,8,1945,7.04,8.308958
24,8,1945,7.05,8.343631001
25,8,1945,7.135,8.380414016
26,8,1945,7.389,8.418883955
27,8,1945,7.656,8.458755555
28,8,1945,7.674,8.49981308
29,8,1945,7.646,8.541909389
30,8,1945,7.622,8.584767142
31,8,1945,7.62,8.628047224
1,9,1945,7.62,8.669519485
2,9,1945,7.62,8.711092016
3,9,1945,7.626,8.75256712
4,9,1945,7.648,8.793750155
5,9,1945,7.648,8.834513902
6,9,1945,7.631,8.875182
7,9,1945,7.57,8.916200744
8,9,1945,7.478,8.958072799
9,9,1945,7.472,9.000785552
10,9,1945,7.481,9.041362006
11,9,1945,7.491,9.081145395
12,9,1945,7.505,9.12227056
13,9,1945,7.545,9.16235139
14,9,1945,7.616,9.200405795
15,9,1945,7.633,9.235157389
16,9,1945,7.666,9.26627072
17,9,1945,7.74,9.293718809
18,9,1945,7.778,9.317471398
19,9,1945,7.893,9.337739389
20,9,1945,8.163,9.354850301
21,9,1945,8.105,9.36918704
22,9,1945,8.039,9.381310239
23,9,1945,7.954,9.391593382
24,9,1945,7.874,9.400407091
25,9,1945,7.888,9.407937661
26,9,1945,7.884,9.413945555
27,9,1945,7.862,9.41794864
28,9,1945,7.86,9.419221983
29,9,1945,7.86,9.416735768
30,9,1945,7.866,9.409515871
1,10,1945,7.888,9.396457158
2,10,1945,7.89,9.377230328
3,10,1945,7.89,9.351980302
4,10,1945,7.884,9.32157752
5,10,1945,7.86,9.288063385
6,10,1945,7.835,9.254244875
7,10,1945,7.74,9.223401785
8,10,1945,7.585,9.198481805
9,10,1945,7.5,9.181583859
10,10,1945,7.376,9.173497183
11,10,1945,7.044,9.173870563
12,10,1945,7.125,9.18102423
13,10,1945,7.099,9.192955955
14,10,1945,6.881,9.207787865
15,10,1945,6.866,9.223958955
16,10,1945,6.894,9.240473599
17,10,1945,6.918,9.256959728
18,10,1945,6.877,9.273355755
19,10,1945,6.714,9.28960052
20,10,1945,6.681,9.30563328
21,10,1945,6.653,9.321393702
22,10,1945,6.683,9.336577155
23,10,1945,6.669,9.350942
24,10,1945,6.645,9.363881971
25,10,1945,6.586,9.37491555
26,10,1945,6.586,9.38325822
27,10,1945,6.612,9.388065544
28,10,1945,6.636,9.388491389
29,10,1945,6.671,9.383684286
30,10,1945,6.691,9.373026751
31,10,1945,6.699,9.356132355
1,11,1945,6.692,9.331437128
2,11,1945,6.653,9.299370847
3,11,1945,6.614,9.25881032
4,11,1945,6.61,9.208097912
5,11,1945,6.61,9.145827103
6,11,1945,6.608,9.073226648
7,11,1945,6.597,8.995717744
8,11,1945,6.576,8.911473742
9,11,1945,6.55,8.819826416
10,11,1945,6.547,8.723655737
11,11,1945,6.564,8.621021069
12,11,1945,6.54,8.512823795
13,11,1945,6.494,8.405494755
14,11,1945,6.502,8.309093119
15,11,1945,6.557,8.231747696
16,11,1945,6.618,8.176045453
17,11,1945,6.676,8.138465195
18,11,1945,6.707,8.115543176
19,11,1945,6.674,8.104821795
20,11,1945,6.68,8.10454676
21,11,1945,6.726,8.11272632
22,11,1945,6.766,8.126872505
23,11,1945,6.799,8.14429152
24,11,1945,6.904,8.163600511
25,11,1945,6.886,8.18533632
26,11,1945,6.862,8.210711779
27,11,1945,6.86,8.239362934
28,11,1945,6.854,8.269231366
29,11,1945,6.82,8.298008031
30,11,1945,6.761,8.32381152
1,12,1945,6.687,8.341677555
2,12,1945,6.597,8.355950158
3,12,1945,6.517,8.367382182
4,12,1945,6.524,8.377593968
5,12,1945,6.63,8.387863603
6,12,1945,6.887,8.398727129
7,12,1945,7.056,8.409513195
8,12,1945,6.968,8.418883955
9,12,1945,6.939,8.426174333
10,12,1945,6.873,8.431321552
11,12,1945,6.78,8.435063494
12,12,1945,6.712,8.43793592
13,12,1945,6.603,8.44040695
14,12,1945,6.64,8.442076255
15,12,1945,6.659,8.442543616
16,12,1945,6.631,8.440874381
17,12,1945,6.521,8.435998784
18,12,1945,6.498,8.426709219
19,12,1945,6.435,8.411454925
20,12,1945,6.343,8.388534495
21,12,1945,6.279,8.35568103
22,12,1945,6.264,8.310511774
23,12,1945,6.306,8.251251699
24,12,1945,6.322,8.178368863
25,12,1945,6.356,8.093608927
26,12,1945,6.316,7.998668275
27,12,1945,6.295,7.896957667
28,12,1945,6.348,7.793759536
29,12,1945,6.38,7.694818687
30,12,1945,6.324,7.604338265
31,12,1945,6.311,7.522586621
1,1,1946,6.306,7.451697795
2,1,1946,6.284,7.382609357
3,1,1946,6.253,7.31301272
4,1,1946,6.25,7.2432736
5,1,1946,6.256,7.174726963
6,1,1946,6.278,7.108659848
7,1,1946,6.274,7.045934216
8,1,1946,6.252,6.987124438
9,1,1946,6.246,6.932734952
10,1,1946,6.229,6.88304622
11,1,1946,6.223,6.837958105
12,1,1946,6.233,6.797211726
13,1,1946,6.249,6.760311859
14,1,1946,6.256,6.726754291
15,1,1946,6.307,6.69602718
16,1,1946,6.39,6.66768888
17,1,1946,6.32,6.641369598
18,1,1946,6.418,6.61623422
19,1,1946,6.401,6.591749619
20,1,1946,6.331,6.567147382
21,1,1946,6.339,6.542272496
22,1,1946,6.34,6.517356136
23,1,1946,6.336,6.492863734
24,1,1946,6.321,6.469496803
25,1,1946,6.32,6.447260761
26,1,1946,6.32,6.426238669
27,1,1946,6.32,6.406435711
28,1,1946,6.32,6.388091094
29,1,1946,6.318,6.372070303
30,1,1946,6.311,6.35939808
31,1,1946,6.308,6.351022398
1,2,1946,6.303,6.354545439
2,2,1946,6.309,6.361197862
3,2,1946,6.318,6.371210176
4,2,1946,6.341,6.38441952
5,2,1946,6.32,6.401598
6,2,1946,6.311,6.42421278
7,2,1946,6.308,6.454183875
8,2,1946,6.305,6.492786163
9,2,1946,6.319,6.54088075
10,2,1946,6.324,6.597990102
11,2,1946,6.339,6.66232142
12,2,1946,6.334,6.730571551
13,2,1946,6.312,6.79873135
14,2,1946,6.328,6.86256236
15,2,1946,6.403,6.918276046
16,2,1946,6.443,6.961232947
17,2,1946,6.431,6.986674558
18,2,1946,6.459,6.993271355
19,2,1946,6.585,6.984724912
20,2,1946,6.654,6.966114694
21,2,1946,6.648,6.939808414
22,2,1946,6.6,6.906140285
23,2,1946,6.579,6.86694883
24,2,1946,6.555,6.825829721
25,2,1946,6.496,6.788166655
26,2,1946,6.484,6.75962623
27,2,1946,6.462,6.745220537
28,2,1946,6.483,6.749414144
1,3,1946,6.566,6.775615798
2,3,1946,6.552,6.822113355
3,3,1946,6.605,6.88538752
4,3,1946,6.89,6.960406638
5,3,1946,7.211,7.04227518
6,3,1946,7.23,7.127377702
7,3,1946,7.194,7.212400255
8,3,1946,7.235,7.294328717
9,3,1946,7.398,7.368981582
10,3,1946,7.392,7.432119555
11,3,1946,7.39,7.480648995
12,3,1946,7.441,7.514368543
13,3,1946,7.641,7.535551949
14,3,1946,7.696,7.549942669
15,3,1946,7.7,7.567334047
16,3,1946,7.684,7.59896636
17,3,1946,7.62,7.649872936
18,3,1946,7.592,7.716273613
19,3,1946,7.596,7.788749875
20,3,1946,7.618,7.85792968
21,3,1946,7.632,7.917158478
22,3,1946,7.67,7.96316655
23,3,1946,7.601,7.995754265
24,3,1946,7.379,8.016345334
25,3,1946,7.208,8.02721592
26,3,1946,7,8.030399065
27,3,1946,6.845,8.027492749
28,3,1946,6.809,8.019739123
29,3,1946,6.834,8.00830723
30,3,1946,6.858,7.994227597
31,3,1946,6.856,7.97867232
1,4,1946,6.839,7.965740633
2,4,1946,6.825,7.953909245
3,4,1946,6.783,7.94534168
4,4,1946,6.699,7.9417178
5,4,1946,6.635,7.943460185
6,4,1946,6.51,7.949521736
7,4,1946,6.427,7.95850398
8,4,1946,6.42,7.96914871
9,4,1946,6.42,7.980895731
10,4,1946,6.42,7.993672397
11,4,1946,6.422,8.007614038
12,4,1946,6.433,8.022716555
13,4,1946,6.449,8.03890636
14,4,1946,6.452,8.05576471
15,4,1946,6.465,8.072943967
16,4,1946,6.488,8.090304953
17,4,1946,6.502,8.107571795
18,4,1946,6.544,8.124470224
19,4,1946,6.537,8.140796072
20,4,1946,6.519,8.15586704
21,4,1946,6.513,8.169004064
22,4,1946,6.517,8.179667038
23,4,1946,6.507,8.187862702
24,4,1946,6.489,8.194073907
25,4,1946,6.477,8.198576665
26,4,1946,6.444,8.201577535
27,4,1946,6.378,8.202941311
28,4,1946,6.383,8.202123065
29,4,1946,6.403,8.198235608
30,4,1946,6.421,8.189978979
1,5,1946,6.429,8.17850552
2,5,1946,6.428,8.160932014
3,5,1946,6.421,8.137231014
4,5,1946,6.422,8.106128125
5,5,1946,6.429,8.063287999
6,5,1946,6.43,8.001859001
7,5,1946,6.428,7.916390201
8,5,1946,6.417,7.811735353
9,5,1946,6.401,7.706048
10,5,1946,6.396,7.619367629
11,5,1946,6.385,7.557994483
12,5,1946,6.399,7.5163875
13,5,1946,6.396,7.487804537
14,5,1946,6.381,7.468859107
15,5,1946,6.384,7.458217395
16,5,1946,6.403,7.454595795
17,5,1946,6.424,7.45640672
18,5,1946,6.45,7.462417198
19,5,1946,6.453,7.471102174
20,5,1946,6.436,7.480504398
21,5,1946,6.454,7.489177374
22,5,1946,6.48,7.495822755
23,5,1946,6.499,7.499360761
24,5,1946,6.542,7.498710995
25,5,1946,6.58,7.492717183
26,5,1946,6.587,7.48079359
27,5,1946,6.557,7.462634393
28,5,1946,6.958,7.438648875
29,5,1946,6.931,7.410041008
30,5,1946,6.827,7.378821219
31,5,1946,6.78,7.347381752
1,6,1946,6.792,7.320405859
2,6,1946,6.766,7.295648441
3,6,1946,6.734,7.273489251
4,6,1946,6.689,7.25350008
5,6,1946,6.637,7.234954291
6,6,1946,6.645,7.217046795
7,6,1946,6.674,7.199337195
8,6,1946,6.706,7.18123488
9,6,1946,6.745,7.162590307
10,6,1946,6.781,7.143697918
11,6,1946,6.795,7.125076479
12,6,1946,6.781,7.107544889
